日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/12,東京本店,キッチン雑貨,KT-001,木製カッティングボード,28,1480,41440
2026/05/12,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,32,520,16640
2026/05/12,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,74,420,31080
2026/05/12,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,56,680,38080
2026/05/12,東京本店,インテリア小物,IN-001,アロマキャンドル,42,880,36960
2026/05/12,東京本店,インテリア小物,IN-002,ガラスフラワーベース,17,1650,28050
2026/05/12,東京本店,インテリア小物,IN-003,ラタン小物かご,25,950,23750
2026/05/12,東京本店,インテリア小物,IN-004,陶器の一輪挿し,28,720,20160
2026/05/12,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,31,1180,36580
2026/05/12,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,45,920,41400
2026/05/12,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,42,480,20160
2026/05/12,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,71,650,46150
2026/05/12,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,32,1150,36800
2026/05/12,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,26,1980,51480
2026/05/12,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,35,780,27300
2026/05/12,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,33,680,22440
2026/05/12,大阪支店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/05/12,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/05/12,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/05/12,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,36,1180,42480
2026/05/12,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,13,640,8320
2026/05/12,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,43,560,24080
2026/05/12,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,8,1750,14000
2026/05/12,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,27,480,12960
2026/05/12,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,45,380,17100
2026/05/12,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,39,650,25350
2026/05/12,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/05/12,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/05/12,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,45,520,23400
2026/05/12,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,45,780,35100
2026/05/12,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,35,980,34300
2026/05/12,名古屋支店,インテリア小物,IN-003,ラタン小物かご,16,950,15200
2026/05/12,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,13,920,11960
2026/05/12,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,15,480,7200
2026/05/12,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,48,650,31200
2026/05/12,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,19,1150,21850
2026/05/12,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/05/12,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,29,520,15080
2026/05/12,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,43,420,18060
2026/05/12,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,43,680,29240
2026/05/12,福岡支店,インテリア小物,IN-001,アロマキャンドル,39,880,34320
2026/05/12,福岡支店,インテリア小物,IN-003,ラタン小物かご,14,950,13300
2026/05/12,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,14,720,10080
2026/05/12,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,16,480,7680
2026/05/12,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,59,650,38350
2026/05/12,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,20,540,10800
2026/05/12,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,21,1150,24150
2026/05/12,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,14,1480,20720
2026/05/12,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,31,780,24180
2026/05/12,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/05/12,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,56,420,23520
2026/05/12,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,41,680,27880
2026/05/12,札幌支店,インテリア小物,IN-001,アロマキャンドル,23,880,20240
2026/05/12,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,13,1380,17940
2026/05/12,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/12,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,46,380,17480
2026/05/12,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,36,650,23400
2026/05/12,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,16,1980,31680
2026/05/12,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,32,520,16640
2026/05/12,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,18,780,14040
2026/05/12,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/05/12,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,38,420,15960
2026/05/12,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,28,680,19040
2026/05/12,仙台支店,インテリア小物,IN-001,アロマキャンドル,22,880,19360
2026/05/12,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,10,720,7200
2026/05/12,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,12,1180,14160
2026/05/12,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,19,380,7220
2026/05/12,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,27,650,17550
2026/05/12,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,18,540,9720
2026/05/12,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,25,880,22000
