日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/02,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,6,1980,11880
2026/05/02,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,9,1250,11250
2026/05/02,東京本店,インテリア小物,IN-003,ラタン小物かご,11,950,10450
2026/05/02,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,7,640,4480
2026/05/02,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,12,1380,16560
2026/05/02,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,12,920,11040
2026/05/02,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/05/02,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,30,650,19500
2026/05/02,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,23,540,12420
2026/05/02,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,15,880,13200
2026/05/02,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,7,1150,8050
2026/05/02,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,6,1480,8880
2026/05/02,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,7,1980,13860
2026/05/02,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,11,520,5720
2026/05/02,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,28,680,19040
2026/05/02,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,7,720,5040
2026/05/02,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,21,420,8820
2026/05/02,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,6,1250,7500
2026/05/02,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,7,1380,9660
2026/05/02,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,7,560,3920
2026/05/02,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,3,1980,5940
2026/05/02,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,6,780,4680
2026/05/02,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,16,680,10880
2026/05/02,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,2,1750,3500
2026/05/02,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,7,880,6160
2026/05/02,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,4,1980,7920
2026/05/02,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,6,920,5520
2026/05/02,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,8,560,4480
2026/05/02,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,18,650,11700
2026/05/02,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,8,520,4160
2026/05/02,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,6,1250,7500
2026/05/02,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,9,1180,10620
2026/05/02,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,5,480,2400
2026/05/02,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,8,540,4320
