日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/06,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/06/06,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,31,650,20150
2026/06/06,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,20,880,17600
2026/06/06,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,10,1480,14800
2026/06/06,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,6,1980,11880
2026/06/06,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,8,1150,9200
2026/06/06,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,5,1980,9900
2026/06/06,名古屋支店,インテリア小物,IN-003,ラタン小物かご,7,950,6650
2026/06/06,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,13,560,7280
2026/06/06,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,14,650,9100
2026/06/06,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,3,1480,4440
2026/06/06,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,6,520,3120
2026/06/06,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,6,920,5520
2026/06/06,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,6,560,3360
2026/06/06,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,4,1750,7000
2026/06/06,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,18,380,6840
2026/06/06,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,13,650,8450
2026/06/06,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,7,980,6860
2026/06/06,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,7,920,6440
2026/06/06,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,4,480,1920
2026/06/06,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,7,1980,13860
2026/06/06,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,6,520,3120
2026/06/06,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,9,420,3780
2026/06/06,仙台支店,インテリア小物,IN-001,アロマキャンドル,10,880,8800
2026/06/06,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,4,1650,6600
2026/06/06,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,5,1180,5900
2026/06/06,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,4,1750,7000
2026/06/06,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,16,380,6080
2026/06/06,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,8,540,4320
