日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/04,東京本店,キッチン雑貨,KT-001,木製カッティングボード,25,1480,37000
2026/05/04,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,37,780,28860
2026/05/04,東京本店,ステーショナリー,ST-001,真鍮ボールペン,41,980,40180
2026/05/04,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,70,680,47600
2026/05/04,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,26,1250,32500
2026/05/04,東京本店,インテリア小物,IN-001,アロマキャンドル,34,880,29920
2026/05/04,東京本店,インテリア小物,IN-004,陶器の一輪挿し,26,720,18720
2026/05/04,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,33,920,30360
2026/05/04,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,52,560,29120
2026/05/04,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,15,1750,26250
2026/05/04,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,41,480,19680
2026/05/04,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,68,650,44200
2026/05/04,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,53,540,28620
2026/05/04,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,41,880,36080
2026/05/04,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,37,1150,42550
2026/05/04,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,20,1980,39600
2026/05/04,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,56,520,29120
2026/05/04,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,53,780,41340
2026/05/04,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,23,980,22540
2026/05/04,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,54,420,22680
2026/05/04,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,43,680,29240
2026/05/04,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/05/04,大阪支店,インテリア小物,IN-003,ラタン小物かご,27,950,25650
2026/05/04,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/05/04,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,29,1180,34220
