日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/19,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,38,1980,75240
2026/06/19,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,40,520,20800
2026/06/19,東京本店,ステーショナリー,ST-001,真鍮ボールペン,58,980,56840
2026/06/19,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,83,680,56440
2026/06/19,東京本店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/06/19,東京本店,インテリア小物,IN-002,ガラスフラワーベース,25,1650,41250
2026/06/19,東京本店,インテリア小物,IN-004,陶器の一輪挿し,20,720,14400
2026/06/19,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,59,1180,69620
2026/06/19,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,29,1380,40020
2026/06/19,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,33,920,30360
2026/06/19,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,37,560,20720
2026/06/19,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,100,650,65000
2026/06/19,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,63,540,34020
2026/06/19,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,62,880,54560
2026/06/19,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,18,1480,26640
2026/06/19,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,21,1980,41580
2026/06/19,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,32,780,24960
2026/06/19,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,80,420,33600
2026/06/19,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/06/19,大阪支店,インテリア小物,IN-001,アロマキャンドル,36,880,31680
2026/06/19,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/06/19,大阪支店,インテリア小物,IN-003,ラタン小物かご,27,950,25650
2026/06/19,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,22,720,15840
2026/06/19,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,29,1180,34220
2026/06/19,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,30,1380,41400
2026/06/19,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,27,920,24840
2026/06/19,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,33,560,18480
2026/06/19,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,45,380,17100
2026/06/19,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,52,650,33800
2026/06/19,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/06/19,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,27,1480,39960
2026/06/19,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,12,1980,23760
2026/06/19,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,35,780,27300
2026/06/19,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,37,980,36260
2026/06/19,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,36,420,15120
2026/06/19,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,29,680,19720
2026/06/19,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,27,1250,33750
2026/06/19,名古屋支店,インテリア小物,IN-001,アロマキャンドル,43,880,37840
2026/06/19,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,15,720,10800
2026/06/19,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,24,1380,33120
2026/06/19,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,32,920,29440
2026/06/19,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,12,1750,21000
2026/06/19,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,39,480,18720
2026/06/19,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,43,650,27950
2026/06/19,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,37,540,19980
2026/06/19,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,20,880,17600
2026/06/19,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/06/19,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,29,980,28420
2026/06/19,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,44,680,29920
2026/06/19,福岡支店,インテリア小物,IN-001,アロマキャンドル,25,880,22000
2026/06/19,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/06/19,福岡支店,インテリア小物,IN-003,ラタン小物かご,9,950,8550
2026/06/19,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,16,640,10240
2026/06/19,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/06/19,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,49,380,18620
2026/06/19,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,8,1480,11840
2026/06/19,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/06/19,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,28,780,21840
2026/06/19,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,13,980,12740
2026/06/19,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,52,420,21840
2026/06/19,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,29,680,19720
2026/06/19,札幌支店,インテリア小物,IN-001,アロマキャンドル,17,880,14960
2026/06/19,札幌支店,インテリア小物,IN-003,ラタン小物かご,10,950,9500
2026/06/19,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,6,720,4320
2026/06/19,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/06/19,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/06/19,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,11,920,10120
2026/06/19,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,13,560,7280
2026/06/19,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/06/19,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,16,480,7680
2026/06/19,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,22,380,8360
2026/06/19,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,28,650,18200
2026/06/19,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,33,540,17820
2026/06/19,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,15,1150,17250
2026/06/19,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/06/19,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,13,1980,25740
2026/06/19,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,34,520,17680
2026/06/19,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,18,780,14040
2026/06/19,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,14,980,13720
