日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/23,東京本店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/05/23,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,17,680,11560
2026/05/23,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,8,1380,11040
2026/05/23,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,18,560,10080
2026/05/23,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,24,380,9120
2026/05/23,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,28,650,18200
2026/05/23,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,9,540,4860
2026/05/23,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,18,520,9360
2026/05/23,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,14,780,10920
2026/05/23,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,9,980,8820
2026/05/23,大阪支店,インテリア小物,IN-003,ラタン小物かご,8,950,7600
2026/05/23,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,11,560,6160
2026/05/23,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,29,650,18850
2026/05/23,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,17,880,14960
2026/05/23,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,7,980,6860
2026/05/23,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,19,420,7980
2026/05/23,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,14,680,9520
2026/05/23,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,4,1980,7920
2026/05/23,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,4,1250,5000
2026/05/23,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,2,1650,3300
2026/05/23,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,11,1180,12980
2026/05/23,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,5,920,4600
2026/05/23,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,4,1750,7000
2026/05/23,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,13,650,8450
2026/05/23,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,9,680,6120
2026/05/23,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/05/23,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,4,1380,5520
2026/05/23,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,8,380,3040
2026/05/23,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,16,650,10400
2026/05/23,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,11,880,9680
2026/05/23,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,11,520,5720
2026/05/23,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,2,1650,3300
2026/05/23,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,2,720,1440
2026/05/23,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,5,1180,5900
2026/05/23,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,10,560,5600
2026/05/23,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,17,650,11050
2026/05/23,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,11,880,9680
