日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/12,東京本店,キッチン雑貨,KT-001,木製カッティングボード,27,1480,39960
2026/06/12,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,37,1980,73260
2026/06/12,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,47,780,36660
2026/06/12,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,74,420,31080
2026/06/12,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,84,680,57120
2026/06/12,東京本店,インテリア小物,IN-001,アロマキャンドル,48,880,42240
2026/06/12,東京本店,インテリア小物,IN-003,ラタン小物かご,40,950,38000
2026/06/12,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,19,640,12160
2026/06/12,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,26,920,23920
2026/06/12,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,47,560,26320
2026/06/12,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,106,650,68900
2026/06/12,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,47,540,25380
2026/06/12,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,53,880,46640
2026/06/12,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,24,1480,35520
2026/06/12,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,20,1980,39600
2026/06/12,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,43,780,33540
2026/06/12,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,42,980,41160
2026/06/12,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,64,680,43520
2026/06/12,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,31,1250,38750
2026/06/12,大阪支店,インテリア小物,IN-001,アロマキャンドル,52,880,45760
2026/06/12,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,25,1380,34500
2026/06/12,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,33,920,30360
2026/06/12,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,57,380,21660
2026/06/12,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,69,650,44850
2026/06/12,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,29,880,25520
2026/06/12,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,21,520,10920
2026/06/12,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,34,780,26520
2026/06/12,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,27,980,26460
2026/06/12,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,36,420,15120
2026/06/12,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,72,680,48960
2026/06/12,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/06/12,名古屋支店,インテリア小物,IN-001,アロマキャンドル,36,880,31680
2026/06/12,名古屋支店,インテリア小物,IN-003,ラタン小物かご,18,950,17100
2026/06/12,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,20,1180,23600
2026/06/12,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,27,1380,37260
2026/06/12,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,18,560,10080
2026/06/12,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/06/12,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,21,480,10080
2026/06/12,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,44,380,16720
2026/06/12,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,46,650,29900
2026/06/12,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,32,540,17280
2026/06/12,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,41,880,36080
2026/06/12,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/06/12,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,35,780,27300
2026/06/12,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,22,980,21560
2026/06/12,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,30,420,12600
2026/06/12,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,47,680,31960
2026/06/12,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,12,1250,15000
2026/06/12,福岡支店,インテリア小物,IN-003,ラタン小物かご,20,950,19000
2026/06/12,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/06/12,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,27,1180,31860
2026/06/12,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,14,640,8960
2026/06/12,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/06/12,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,16,560,8960
2026/06/12,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,15,480,7200
2026/06/12,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,41,880,36080
2026/06/12,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,14,1480,20720
2026/06/12,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/06/12,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,17,520,8840
2026/06/12,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,12,980,11760
2026/06/12,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,26,420,10920
2026/06/12,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,29,680,19720
2026/06/12,札幌支店,インテリア小物,IN-003,ラタン小物かご,14,950,13300
2026/06/12,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/06/12,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,12,640,7680
2026/06/12,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,14,1380,19320
2026/06/12,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
