日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/16,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,20,1980,39600
2026/06/16,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,58,520,30160
2026/06/16,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,69,780,53820
2026/06/16,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,106,680,72080
2026/06/16,東京本店,インテリア小物,IN-003,ラタン小物かご,35,950,33250
2026/06/16,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/06/16,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,23,1380,31740
2026/06/16,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,40,920,36800
2026/06/16,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,16,1750,28000
2026/06/16,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,72,380,27360
2026/06/16,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,117,650,76050
2026/06/16,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,49,540,26460
2026/06/16,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,64,880,56320
2026/06/16,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,22,1980,43560
2026/06/16,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,58,420,24360
2026/06/16,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,52,680,35360
2026/06/16,大阪支店,インテリア小物,IN-001,アロマキャンドル,30,880,26400
2026/06/16,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,38,1180,44840
2026/06/16,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,19,1380,26220
2026/06/16,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,53,650,34450
2026/06/16,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,42,540,22680
2026/06/16,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,39,880,34320
2026/06/16,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,16,1150,18400
2026/06/16,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/06/16,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,41,780,31980
2026/06/16,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/06/16,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,70,680,47600
2026/06/16,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/06/16,名古屋支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/06/16,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
