日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/30,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,7,1980,13860
2026/05/30,東京本店,インテリア小物,IN-001,アロマキャンドル,11,880,9680
2026/05/30,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,11,640,7040
2026/05/30,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,21,380,7980
2026/05/30,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,24,650,15600
2026/05/30,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,19,540,10260
2026/05/30,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,21,880,18480
2026/05/30,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,12,780,9360
2026/05/30,大阪支店,インテリア小物,IN-001,アロマキャンドル,12,880,10560
2026/05/30,大阪支店,インテリア小物,IN-003,ラタン小物かご,10,950,9500
2026/05/30,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,21,380,7980
2026/05/30,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,9,540,4860
2026/05/30,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,15,880,13200
2026/05/30,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,8,1480,11840
2026/05/30,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,4,1250,5000
2026/05/30,名古屋支店,インテリア小物,IN-001,アロマキャンドル,12,880,10560
2026/05/30,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,11,1180,12980
2026/05/30,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,20,380,7600
2026/05/30,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,5,1150,5750
2026/05/30,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,5,980,4900
2026/05/30,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,7,1180,8260
2026/05/30,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,4,1380,5520
2026/05/30,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,4,920,3680
2026/05/30,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,3,1750,5250
2026/05/30,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,4,1480,5920
2026/05/30,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,6,1980,11880
2026/05/30,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,10,680,6800
2026/05/30,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,6,1380,8280
2026/05/30,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,6,880,5280
2026/05/30,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,19,420,7980
2026/05/30,仙台支店,インテリア小物,IN-001,アロマキャンドル,6,880,5280
2026/05/30,仙台支店,インテリア小物,IN-003,ラタン小物かご,5,950,4750
2026/05/30,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,3,1750,5250
