日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/25,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,31,1980,61380
2026/06/25,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,63,520,32760
2026/06/25,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,59,780,46020
2026/06/25,東京本店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/06/25,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,50,420,21000
2026/06/25,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,28,1250,35000
2026/06/25,東京本店,インテリア小物,IN-001,アロマキャンドル,48,880,42240
2026/06/25,東京本店,インテリア小物,IN-003,ラタン小物かご,36,950,34200
2026/06/25,東京本店,インテリア小物,IN-004,陶器の一輪挿し,30,720,21600
2026/06/25,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,24,640,15360
2026/06/25,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,23,1380,31740
2026/06/25,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,35,920,32200
2026/06/25,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,85,650,55250
2026/06/25,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,76,540,41040
2026/06/25,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,15,1980,29700
2026/06/25,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,36,520,18720
2026/06/25,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,19,980,18620
2026/06/25,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,63,420,26460
2026/06/25,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,60,680,40800
2026/06/25,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,19,1250,23750
2026/06/25,大阪支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/06/25,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,36,1180,42480
2026/06/25,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,28,640,17920
2026/06/25,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,58,650,37700
2026/06/25,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,34,880,29920
2026/06/25,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,21,1150,24150
2026/06/25,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/06/25,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,21,1980,41580
2026/06/25,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,53,520,27560
2026/06/25,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,34,980,33320
2026/06/25,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,82,420,34440
2026/06/25,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,65,680,44200
2026/06/25,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,18,1250,22500
2026/06/25,名古屋支店,インテリア小物,IN-001,アロマキャンドル,21,880,18480
2026/06/25,名古屋支店,インテリア小物,IN-003,ラタン小物かご,16,950,15200
2026/06/25,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,34,1180,40120
2026/06/25,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,24,1380,33120
2026/06/25,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,27,920,24840
2026/06/25,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,14,1750,24500
2026/06/25,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,48,380,18240
2026/06/25,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,61,650,39650
2026/06/25,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,31,540,16740
2026/06/25,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,22,1980,43560
2026/06/25,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,38,520,19760
2026/06/25,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,21,780,16380
2026/06/25,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,36,980,35280
2026/06/25,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/06/25,福岡支店,インテリア小物,IN-003,ラタン小物かご,21,950,19950
2026/06/25,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,19,1180,22420
2026/06/25,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/06/25,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,12,1380,16560
2026/06/25,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,11,1750,19250
2026/06/25,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,23,480,11040
2026/06/25,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,44,380,16720
2026/06/25,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,19,540,10260
2026/06/25,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,14,1150,16100
2026/06/25,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,7,1480,10360
2026/06/25,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,16,1980,31680
2026/06/25,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,14,780,10920
2026/06/25,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,13,980,12740
2026/06/25,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,40,420,16800
2026/06/25,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/06/25,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/06/25,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,22,1180,25960
2026/06/25,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,11,640,7040
2026/06/25,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,20,920,18400
2026/06/25,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/06/25,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,25,480,12000
2026/06/25,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,23,650,14950
2026/06/25,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,16,880,14080
2026/06/25,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/06/25,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,35,520,18200
