日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/14,東京本店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/14,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,15,920,13800
2026/06/14,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,26,650,16900
2026/06/14,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,9,1250,11250
2026/06/14,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/06/14,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,10,1380,13800
2026/06/14,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,8,920,7360
2026/06/14,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,21,650,13650
2026/06/14,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,9,1480,13320
2026/06/14,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,6,1980,11880
2026/06/14,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,9,780,7020
2026/06/14,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,4,1250,5000
2026/06/14,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,7,1380,9660
2026/06/14,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,11,560,6160
2026/06/14,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,6,1480,8880
2026/06/14,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,6,1980,11880
2026/06/14,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,6,980,5880
2026/06/14,福岡支店,インテリア小物,IN-001,アロマキャンドル,8,880,7040
2026/06/14,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,4,1650,6600
2026/06/14,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,4,720,2880
2026/06/14,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,5,1180,5900
2026/06/14,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,4,640,2560
2026/06/14,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,7,920,6440
2026/06/14,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,23,650,14950
2026/06/14,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,3,1380,4140
2026/06/14,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,5,920,4600
2026/06/14,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/06/14,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,11,420,4620
2026/06/14,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,10,680,6800
2026/06/14,仙台支店,インテリア小物,IN-001,アロマキャンドル,9,880,7920
2026/06/14,仙台支店,インテリア小物,IN-003,ラタン小物かご,5,950,4750
2026/06/14,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,3,720,2160
2026/06/14,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,6,920,5520
2026/06/14,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,17,650,11050
