日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/02,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/06/02,東京本店,ステーショナリー,ST-001,真鍮ボールペン,35,980,34300
2026/06/02,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,85,420,35700
2026/06/02,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,102,680,69360
2026/06/02,東京本店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/06/02,東京本店,インテリア小物,IN-003,ラタン小物かご,16,950,15200
2026/06/02,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,43,1180,50740
2026/06/02,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,40,640,25600
2026/06/02,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,35,920,32200
2026/06/02,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,25,560,14000
2026/06/02,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,91,380,34580
2026/06/02,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,102,650,66300
2026/06/02,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,53,540,28620
2026/06/02,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,40,880,35200
2026/06/02,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,31,1150,35650
2026/06/02,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,24,1980,47520
2026/06/02,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,51,780,39780
2026/06/02,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,89,420,37380
2026/06/02,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,34,680,23120
2026/06/02,大阪支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/06/02,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/06/02,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,15,920,13800
2026/06/02,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,17,1750,29750
2026/06/02,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,26,480,12480
2026/06/02,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,77,650,50050
2026/06/02,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,50,880,44000
2026/06/02,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,20,1150,23000
2026/06/02,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,22,1480,32560
2026/06/02,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,52,520,27040
2026/06/02,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,40,780,31200
2026/06/02,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,40,420,16800
2026/06/02,名古屋支店,インテリア小物,IN-001,アロマキャンドル,20,880,17600
2026/06/02,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/02,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/06/02,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,22,1380,30360
2026/06/02,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,24,920,22080
2026/06/02,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,32,560,17920
2026/06/02,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/06/02,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,47,380,17860
2026/06/02,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,39,540,21060
2026/06/02,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,21,880,18480
2026/06/02,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,17,1150,19550
2026/06/02,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,27,980,26460
2026/06/02,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,56,420,23520
2026/06/02,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,24,680,16320
2026/06/02,福岡支店,インテリア小物,IN-001,アロマキャンドル,21,880,18480
2026/06/02,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/02,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,25,1180,29500
2026/06/02,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,13,640,8320
2026/06/02,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,23,560,12880
2026/06/02,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,31,480,14880
2026/06/02,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,26,380,9880
2026/06/02,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,30,540,16200
2026/06/02,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,12,1150,13800
2026/06/02,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,13,1480,19240
2026/06/02,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/02,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,27,520,14040
2026/06/02,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,19,780,14820
2026/06/02,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/06/02,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,29,420,12180
2026/06/02,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,37,680,25160
2026/06/02,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,15,1250,18750
2026/06/02,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/06/02,札幌支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/06/02,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,10,720,7200
2026/06/02,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,15,1180,17700
2026/06/02,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/06/02,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,21,560,11760
2026/06/02,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/06/02,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,18,480,8640
2026/06/02,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,38,650,24700
2026/06/02,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,27,540,14580
2026/06/02,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,10,1480,14800
2026/06/02,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/06/02,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,15,980,14700
2026/06/02,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,30,420,12600
2026/06/02,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,39,680,26520
2026/06/02,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,20,1250,25000
2026/06/02,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/06/02,仙台支店,インテリア小物,IN-003,ラタン小物かご,20,950,19000
2026/06/02,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,8,640,5120
2026/06/02,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,8,1380,11040
2026/06/02,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
2026/06/02,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,46,380,17480
2026/06/02,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,24,650,15600
2026/06/02,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,35,540,18900
2026/06/02,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,11,1150,12650
