日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/26,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,21,1980,41580
2026/06/26,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,42,520,21840
2026/06/26,東京本店,ステーショナリー,ST-001,真鍮ボールペン,40,980,39200
2026/06/26,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,95,420,39900
2026/06/26,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,102,680,69360
2026/06/26,東京本店,インテリア小物,IN-001,アロマキャンドル,46,880,40480
2026/06/26,東京本店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/06/26,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,45,1180,53100
2026/06/26,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,26,640,16640
2026/06/26,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,33,1380,45540
2026/06/26,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,61,560,34160
2026/06/26,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/06/26,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,27,480,12960
2026/06/26,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,93,380,35340
2026/06/26,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,52,650,33800
2026/06/26,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,60,880,52800
2026/06/26,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/06/26,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/06/26,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,56,520,29120
2026/06/26,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,36,980,35280
2026/06/26,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,63,420,26460
2026/06/26,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,73,680,49640
2026/06/26,大阪支店,インテリア小物,IN-003,ラタン小物かご,16,950,15200
2026/06/26,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,27,1380,37260
2026/06/26,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,48,380,18240
2026/06/26,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,53,650,34450
2026/06/26,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,39,540,21060
2026/06/26,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,39,880,34320
2026/06/26,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/06/26,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/06/26,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,27,520,14040
2026/06/26,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,21,780,16380
2026/06/26,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/06/26,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,56,420,23520
2026/06/26,名古屋支店,インテリア小物,IN-001,アロマキャンドル,43,880,37840
2026/06/26,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,13,1650,21450
2026/06/26,名古屋支店,インテリア小物,IN-003,ラタン小物かご,26,950,24700
2026/06/26,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,23,1180,27140
2026/06/26,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/06/26,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,38,560,21280
2026/06/26,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,38,650,24700
2026/06/26,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,38,540,20520
2026/06/26,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,34,880,29920
2026/06/26,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,20,1150,23000
2026/06/26,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,19,520,9880
