日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/04,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,27,1980,53460
2026/06/04,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,66,520,34320
2026/06/04,東京本店,ステーショナリー,ST-001,真鍮ボールペン,62,980,60760
2026/06/04,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,28,1250,35000
2026/06/04,東京本店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/06/04,東京本店,インテリア小物,IN-004,陶器の一輪挿し,19,720,13680
2026/06/04,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,30,1180,35400
2026/06/04,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,37,640,23680
2026/06/04,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,38,920,34960
2026/06/04,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,13,1750,22750
2026/06/04,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,29,480,13920
2026/06/04,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,58,880,51040
2026/06/04,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,14,1480,20720
2026/06/04,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,54,520,28080
2026/06/04,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,21,980,20580
2026/06/04,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,66,420,27720
2026/06/04,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,61,680,41480
2026/06/04,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,30,1250,37500
2026/06/04,大阪支店,インテリア小物,IN-001,アロマキャンドル,50,880,44000
2026/06/04,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,21,640,13440
2026/06/04,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,20,560,11200
2026/06/04,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,16,1750,28000
2026/06/04,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,33,380,12540
2026/06/04,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,25,540,13500
