日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/25,東京本店,キッチン雑貨,KT-001,木製カッティングボード,20,1480,29600
2026/05/25,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,36,1980,71280
2026/05/25,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,30,520,15600
2026/05/25,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,42,780,32760
2026/05/25,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,107,420,44940
2026/05/25,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,67,680,45560
2026/05/25,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,36,1250,45000
2026/05/25,東京本店,インテリア小物,IN-001,アロマキャンドル,58,880,51040
2026/05/25,東京本店,インテリア小物,IN-003,ラタン小物かご,22,950,20900
2026/05/25,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/05/25,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/05/25,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,30,920,27600
2026/05/25,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,31,560,17360
2026/05/25,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,15,1750,26250
2026/05/25,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,100,650,65000
2026/05/25,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,27,880,23760
2026/05/25,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,32,1150,36800
2026/05/25,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/05/25,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,47,980,46060
2026/05/25,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,49,420,20580
2026/05/25,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,78,680,53040
2026/05/25,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,33,1250,41250
2026/05/25,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,15,1650,24750
2026/05/25,大阪支店,インテリア小物,IN-003,ラタン小物かご,20,950,19000
2026/05/25,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,12,720,8640
2026/05/25,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,38,1180,44840
2026/05/25,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,28,640,17920
2026/05/25,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,15,1380,20700
2026/05/25,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,37,920,34040
2026/05/25,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
2026/05/25,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/25,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,37,480,17760
2026/05/25,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,45,380,17100
2026/05/25,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,42,650,27300
2026/05/25,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,41,880,36080
2026/05/25,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/05/25,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/05/25,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,10,1980,19800
2026/05/25,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,35,780,27300
2026/05/25,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,18,980,17640
2026/05/25,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,55,420,23100
2026/05/25,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,53,680,36040
2026/05/25,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,14,720,10080
2026/05/25,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,13,640,8320
2026/05/25,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,19,1380,26220
2026/05/25,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,14,920,12880
2026/05/25,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,24,560,13440
2026/05/25,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,18,480,8640
2026/05/25,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,30,650,19500
2026/05/25,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,19,540,10260
2026/05/25,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,40,880,35200
2026/05/25,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/05/25,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,13,1480,19240
2026/05/25,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/05/25,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,41,520,21320
2026/05/25,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,21,980,20580
2026/05/25,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,25,680,17000
2026/05/25,福岡支店,インテリア小物,IN-001,アロマキャンドル,39,880,34320
2026/05/25,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/05/25,福岡支店,インテリア小物,IN-003,ラタン小物かご,22,950,20900
2026/05/25,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,7,720,5040
2026/05/25,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/05/25,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,16,1380,22080
2026/05/25,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,22,920,20240
2026/05/25,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,17,480,8160
2026/05/25,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,54,650,35100
2026/05/25,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/05/25,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,23,520,11960
2026/05/25,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,24,780,18720
2026/05/25,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,12,980,11760
2026/05/25,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,22,680,14960
2026/05/25,札幌支店,インテリア小物,IN-001,アロマキャンドル,28,880,24640
2026/05/25,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/05/25,札幌支店,インテリア小物,IN-003,ラタン小物かご,14,950,13300
2026/05/25,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,12,1180,14160
2026/05/25,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,16,640,10240
2026/05/25,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,15,1380,20700
2026/05/25,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,21,920,19320
2026/05/25,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,20,560,11200
2026/05/25,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,46,650,29900
2026/05/25,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,19,540,10260
2026/05/25,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/05/25,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,23,520,11960
2026/05/25,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,26,780,20280
2026/05/25,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,14,980,13720
2026/05/25,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,46,420,19320
2026/05/25,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,32,680,21760
2026/05/25,仙台支店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/05/25,仙台支店,インテリア小物,IN-003,ラタン小物かご,14,950,13300
2026/05/25,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,10,720,7200
2026/05/25,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,18,1180,21240
2026/05/25,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/05/25,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,16,560,8960
2026/05/25,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,18,480,8640
2026/05/25,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,43,650,27950
2026/05/25,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,24,540,12960
2026/05/25,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,32,880,28160
2026/05/25,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,10,1150,11500
