日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/23,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,32,1980,63360
2026/06/23,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,48,520,24960
2026/06/23,東京本店,ステーショナリー,ST-001,真鍮ボールペン,32,980,31360
2026/06/23,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,111,420,46620
2026/06/23,東京本店,インテリア小物,IN-001,アロマキャンドル,71,880,62480
2026/06/23,東京本店,インテリア小物,IN-002,ガラスフラワーベース,24,1650,39600
2026/06/23,東京本店,インテリア小物,IN-003,ラタン小物かご,41,950,38950
2026/06/23,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,24,1180,28320
2026/06/23,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,21,1380,28980
2026/06/23,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,47,380,17860
2026/06/23,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,82,650,53300
2026/06/23,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,48,540,25920
2026/06/23,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,63,880,55440
2026/06/23,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,20,1980,39600
2026/06/23,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,43,520,22360
2026/06/23,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,22,780,17160
2026/06/23,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,15,1250,18750
2026/06/23,大阪支店,インテリア小物,IN-001,アロマキャンドル,26,880,22880
2026/06/23,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/06/23,大阪支店,インテリア小物,IN-003,ラタン小物かご,19,950,18050
2026/06/23,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,24,640,15360
2026/06/23,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,25,1380,34500
2026/06/23,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,27,920,24840
2026/06/23,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,37,480,17760
2026/06/23,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,27,1150,31050
2026/06/23,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,18,1480,26640
2026/06/23,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/23,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/06/23,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,66,680,44880
