日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/09,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,23,1980,45540
2026/06/09,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,63,520,32760
2026/06/09,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,58,780,45240
2026/06/09,東京本店,ステーショナリー,ST-001,真鍮ボールペン,27,980,26460
2026/06/09,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,76,680,51680
2026/06/09,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/06/09,東京本店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/06/09,東京本店,インテリア小物,IN-003,ラタン小物かご,26,950,24700
2026/06/09,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,46,1180,54280
2026/06/09,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,37,640,23680
2026/06/09,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,53,560,29680
2026/06/09,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,13,1750,22750
2026/06/09,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,65,380,24700
2026/06/09,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,54,540,29160
2026/06/09,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,22,1480,32560
2026/06/09,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,79,420,33180
2026/06/09,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,71,680,48280
2026/06/09,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,26,1250,32500
2026/06/09,大阪支店,インテリア小物,IN-001,アロマキャンドル,42,880,36960
2026/06/09,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/06/09,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
2026/06/09,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/06/09,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,17,920,15640
2026/06/09,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,23,560,12880
2026/06/09,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,40,480,19200
2026/06/09,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,60,650,39000
2026/06/09,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/06/09,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/06/09,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,26,1980,51480
2026/06/09,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,44,520,22880
2026/06/09,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,23,780,17940
2026/06/09,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,40,980,39200
2026/06/09,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,40,420,16800
2026/06/09,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,51,680,34680
2026/06/09,名古屋支店,インテリア小物,IN-003,ラタン小物かご,28,950,26600
2026/06/09,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/06/09,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,30,1180,35400
2026/06/09,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,28,640,17920
2026/06/09,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,22,1380,30360
