日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/15,東京本店,キッチン雑貨,KT-001,木製カッティングボード,20,1480,29600
2026/05/15,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,65,780,50700
2026/05/15,東京本店,ステーショナリー,ST-001,真鍮ボールペン,42,980,41160
2026/05/15,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,64,680,43520
2026/05/15,東京本店,インテリア小物,IN-001,アロマキャンドル,39,880,34320
2026/05/15,東京本店,インテリア小物,IN-003,ラタン小物かご,19,950,18050
2026/05/15,東京本店,インテリア小物,IN-004,陶器の一輪挿し,21,720,15120
2026/05/15,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/05/15,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,23,640,14720
2026/05/15,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,46,560,25760
2026/05/15,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,32,480,15360
2026/05/15,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,66,380,25080
2026/05/15,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,48,880,42240
2026/05/15,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,21,1150,24150
2026/05/15,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/05/15,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,37,520,19240
2026/05/15,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,80,420,33600
2026/05/15,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,64,680,43520
2026/05/15,大阪支店,インテリア小物,IN-001,アロマキャンドル,47,880,41360
2026/05/15,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/05/15,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,12,720,8640
2026/05/15,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,25,1380,34500
2026/05/15,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,47,560,26320
2026/05/15,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,16,1750,28000
2026/05/15,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,38,480,18240
2026/05/15,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,60,380,22800
2026/05/15,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,29,1150,33350
2026/05/15,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/05/15,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,24,1980,47520
2026/05/15,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/05/15,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,54,420,22680
2026/05/15,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,51,680,34680
2026/05/15,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,25,1250,31250
2026/05/15,名古屋支店,インテリア小物,IN-001,アロマキャンドル,45,880,39600
2026/05/15,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,13,1650,21450
2026/05/15,名古屋支店,インテリア小物,IN-003,ラタン小物かご,20,950,19000
2026/05/15,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/05/15,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
2026/05/15,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,10,640,6400
2026/05/15,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,22,1380,30360
2026/05/15,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,19,480,9120
2026/05/15,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,32,380,12160
2026/05/15,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,23,540,12420
2026/05/15,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,24,880,21120
2026/05/15,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/05/15,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,32,420,13440
2026/05/15,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,56,680,38080
2026/05/15,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,19,1250,23750
2026/05/15,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,13,1650,21450
2026/05/15,福岡支店,インテリア小物,IN-003,ラタン小物かご,21,950,19950
2026/05/15,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/05/15,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,9,640,5760
