日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/17,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,16,520,8320
2026/05/17,東京本店,ステーショナリー,ST-001,真鍮ボールペン,19,980,18620
2026/05/17,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,20,680,13600
2026/05/17,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,12,1250,15000
2026/05/17,東京本店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/05/17,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,16,1180,18880
2026/05/17,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,11,540,5940
2026/05/17,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,20,880,17600
2026/05/17,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,6,1480,8880
2026/05/17,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,15,520,7800
2026/05/17,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,12,780,9360
2026/05/17,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/05/17,大阪支店,インテリア小物,IN-003,ラタン小物かご,8,950,7600
2026/05/17,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,4,720,2880
2026/05/17,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,13,1180,15340
2026/05/17,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,5,1380,6900
2026/05/17,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,2,1750,3500
2026/05/17,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,17,880,14960
2026/05/17,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,3,1480,4440
2026/05/17,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,20,680,13600
2026/05/17,名古屋支店,インテリア小物,IN-001,アロマキャンドル,14,880,12320
2026/05/17,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,5,720,3600
2026/05/17,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,6,1380,8280
2026/05/17,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,21,650,13650
2026/05/17,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,8,1150,9200
2026/05/17,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,6,1480,8880
2026/05/17,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,5,1980,9900
2026/05/17,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,9,520,4680
2026/05/17,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,11,680,7480
2026/05/17,福岡支店,インテリア小物,IN-001,アロマキャンドル,7,880,6160
2026/05/17,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/05/17,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,7,640,4480
2026/05/17,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,9,920,8280
2026/05/17,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,7,560,3920
2026/05/17,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,3,1750,5250
2026/05/17,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,7,480,3360
2026/05/17,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,13,380,4940
2026/05/17,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,3,1380,4140
2026/05/17,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,8,920,7360
2026/05/17,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,10,560,5600
2026/05/17,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,3,1750,5250
2026/05/17,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/05/17,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,10,1180,11800
2026/05/17,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,4,1380,5520
2026/05/17,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,12,650,7800
2026/05/17,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,3,1150,3450
