日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/14,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,30,520,15600
2026/05/14,東京本店,ステーショナリー,ST-001,真鍮ボールペン,41,980,40180
2026/05/14,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,105,420,44100
2026/05/14,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,81,680,55080
2026/05/14,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,25,1250,31250
2026/05/14,東京本店,インテリア小物,IN-001,アロマキャンドル,63,880,55440
2026/05/14,東京本店,インテリア小物,IN-003,ラタン小物かご,25,950,23750
2026/05/14,東京本店,インテリア小物,IN-004,陶器の一輪挿し,15,720,10800
2026/05/14,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,52,1180,61360
2026/05/14,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,19,1380,26220
2026/05/14,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/14,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,64,380,24320
2026/05/14,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,42,650,27300
2026/05/14,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,59,540,31860
2026/05/14,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,30,1150,34500
2026/05/14,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,20,1480,29600
2026/05/14,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,24,1980,47520
2026/05/14,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,49,520,25480
2026/05/14,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,47,780,36660
2026/05/14,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,45,980,44100
2026/05/14,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,63,420,26460
2026/05/14,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,31,1250,38750
2026/05/14,大阪支店,インテリア小物,IN-003,ラタン小物かご,24,950,22800
2026/05/14,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,25,1180,29500
2026/05/14,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,20,1380,27600
2026/05/14,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,19,560,10640
2026/05/14,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,14,1750,24500
2026/05/14,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,38,380,14440
2026/05/14,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,38,650,24700
2026/05/14,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,51,540,27540
2026/05/14,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,38,880,33440
2026/05/14,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,42,520,21840
2026/05/14,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/05/14,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,75,420,31500
2026/05/14,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,13,1250,16250
2026/05/14,名古屋支店,インテリア小物,IN-001,アロマキャンドル,33,880,29040
2026/05/14,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,15,1650,24750
2026/05/14,名古屋支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
2026/05/14,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,18,720,12960
2026/05/14,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,30,1180,35400
2026/05/14,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/05/14,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/05/14,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,21,920,19320
2026/05/14,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,16,560,8960
2026/05/14,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,21,480,10080
2026/05/14,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,46,380,17480
2026/05/14,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,24,540,12960
2026/05/14,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,10,1150,11500
2026/05/14,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/05/14,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,11,1980,21780
2026/05/14,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,22,520,11440
2026/05/14,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,23,980,22540
2026/05/14,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,38,420,15960
2026/05/14,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,30,680,20400
2026/05/14,福岡支店,インテリア小物,IN-001,アロマキャンドル,35,880,30800
2026/05/14,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/05/14,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,31,1180,36580
2026/05/14,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,18,560,10080
2026/05/14,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,8,1750,14000
2026/05/14,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,26,650,16900
2026/05/14,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,36,540,19440
2026/05/14,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,30,880,26400
2026/05/14,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,14,1480,20720
2026/05/14,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/05/14,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,44,680,29920
2026/05/14,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,15,1250,18750
2026/05/14,札幌支店,インテリア小物,IN-001,アロマキャンドル,22,880,19360
2026/05/14,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/05/14,札幌支店,インテリア小物,IN-003,ラタン小物かご,8,950,7600
2026/05/14,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,8,720,5760
2026/05/14,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,27,1180,31860
2026/05/14,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/05/14,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,12,560,6720
2026/05/14,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,38,380,14440
2026/05/14,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,54,650,35100
2026/05/14,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,15,540,8100
2026/05/14,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,18,1150,20700
2026/05/14,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,8,1480,11840
2026/05/14,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/05/14,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,25,520,13000
2026/05/14,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,18,780,14040
2026/05/14,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/05/14,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,50,420,21000
2026/05/14,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,23,680,15640
2026/05/14,仙台支店,インテリア小物,IN-001,アロマキャンドル,21,880,18480
2026/05/14,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,4,1750,7000
2026/05/14,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,17,380,6460
2026/05/14,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,21,650,13650
2026/05/14,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,17,540,9180
2026/05/14,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,14,880,12320
