日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/20,東京本店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/06/20,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,10,520,5200
2026/06/20,東京本店,インテリア小物,IN-002,ガラスフラワーベース,4,1650,6600
2026/06/20,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,16,520,8320
2026/06/20,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,24,680,16320
2026/06/20,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,9,920,8280
2026/06/20,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,4,1750,7000
2026/06/20,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,27,650,17550
2026/06/20,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,17,540,9180
2026/06/20,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,6,1150,6900
2026/06/20,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,7,1980,13860
2026/06/20,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,9,520,4680
2026/06/20,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,8,780,6240
2026/06/20,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,7,720,5040
2026/06/20,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,5,640,3200
2026/06/20,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,8,920,7360
2026/06/20,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,5,1750,8750
2026/06/20,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,12,480,5760
2026/06/20,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,11,380,4180
2026/06/20,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,24,650,15600
2026/06/20,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,8,880,7040
2026/06/20,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,12,980,11760
2026/06/20,福岡支店,インテリア小物,IN-001,アロマキャンドル,6,880,5280
2026/06/20,福岡支店,インテリア小物,IN-003,ラタン小物かご,7,950,6650
2026/06/20,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,3,720,2160
2026/06/20,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,4,1380,5520
2026/06/20,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,5,480,2400
2026/06/20,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,8,540,4320
2026/06/20,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,5,1980,9900
2026/06/20,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,7,520,3640
2026/06/20,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/06/20,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,2,1750,3500
2026/06/20,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,7,480,3360
2026/06/20,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,13,380,4940
2026/06/20,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,5,1480,7400
2026/06/20,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,6,1980,11880
2026/06/20,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,7,980,6860
2026/06/20,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,13,680,8840
2026/06/20,仙台支店,インテリア小物,IN-001,アロマキャンドル,10,880,8800
2026/06/20,仙台支店,インテリア小物,IN-003,ラタン小物かご,7,950,6650
2026/06/20,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,3,640,1920
2026/06/20,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,3,1380,4140
2026/06/20,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,10,540,5400
2026/06/20,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,7,1150,8050
