日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/19,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,35,1980,69300
2026/05/19,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,63,780,49140
2026/05/19,東京本店,ステーショナリー,ST-001,真鍮ボールペン,33,980,32340
2026/05/19,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,91,680,61880
2026/05/19,東京本店,インテリア小物,IN-001,アロマキャンドル,33,880,29040
2026/05/19,東京本店,インテリア小物,IN-003,ラタン小物かご,26,950,24700
2026/05/19,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,25,1180,29500
2026/05/19,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,33,640,21120
2026/05/19,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,30,920,27600
2026/05/19,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,36,560,20160
2026/05/19,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,38,480,18240
2026/05/19,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,37,540,19980
2026/05/19,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,32,1150,36800
2026/05/19,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/05/19,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,40,520,20800
2026/05/19,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,47,780,36660
2026/05/19,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,40,980,39200
2026/05/19,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,50,680,34000
2026/05/19,大阪支店,インテリア小物,IN-001,アロマキャンドル,32,880,28160
2026/05/19,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,24,720,17280
2026/05/19,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,29,1180,34220
2026/05/19,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,19,640,12160
2026/05/19,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,11,1380,15180
2026/05/19,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,34,560,19040
2026/05/19,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,28,480,13440
2026/05/19,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,44,540,23760
2026/05/19,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,15,1150,17250
2026/05/19,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,24,1980,47520
2026/05/19,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,45,780,35100
2026/05/19,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,32,420,13440
2026/05/19,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,54,680,36720
2026/05/19,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,15,1250,18750
2026/05/19,名古屋支店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/05/19,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/05/19,名古屋支店,インテリア小物,IN-003,ラタン小物かご,24,950,22800
2026/05/19,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,25,1180,29500
2026/05/19,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,29,920,26680
2026/05/19,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,22,560,12320
