日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/08,東京本店,キッチン雑貨,KT-001,木製カッティングボード,17,1480,25160
2026/05/08,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,37,780,28860
2026/05/08,東京本店,ステーショナリー,ST-001,真鍮ボールペン,58,980,56840
2026/05/08,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,62,420,26040
2026/05/08,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,83,680,56440
2026/05/08,東京本店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/05/08,東京本店,インテリア小物,IN-003,ラタン小物かご,17,950,16150
2026/05/08,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,43,1180,50740
2026/05/08,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,35,1380,48300
2026/05/08,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,43,560,24080
2026/05/08,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,71,650,46150
2026/05/08,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,37,880,32560
2026/05/08,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,32,1150,36800
2026/05/08,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/05/08,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/05/08,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,29,520,15080
2026/05/08,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,50,780,39000
2026/05/08,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,43,980,42140
2026/05/08,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,50,420,21000
2026/05/08,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,43,680,29240
2026/05/08,大阪支店,インテリア小物,IN-001,アロマキャンドル,24,880,21120
2026/05/08,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/05/08,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
2026/05/08,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,35,560,19600
2026/05/08,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/08,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,24,480,11520
2026/05/08,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,46,380,17480
2026/05/08,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,34,650,22100
2026/05/08,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,40,880,35200
2026/05/08,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,26,1150,29900
2026/05/08,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/05/08,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,25,520,13000
2026/05/08,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,30,980,29400
2026/05/08,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,71,420,29820
2026/05/08,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,34,680,23120
2026/05/08,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/05/08,名古屋支店,インテリア小物,IN-001,アロマキャンドル,44,880,38720
2026/05/08,名古屋支店,インテリア小物,IN-003,ラタン小物かご,13,950,12350
2026/05/08,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,16,720,11520
2026/05/08,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,36,1180,42480
2026/05/08,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,23,640,14720
2026/05/08,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,13,920,11960
2026/05/08,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,39,560,21840
2026/05/08,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,11,1750,19250
2026/05/08,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,24,380,9120
2026/05/08,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,52,650,33800
2026/05/08,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,43,540,23220
2026/05/08,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,44,880,38720
2026/05/08,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,11,1150,12650
2026/05/08,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,17,1480,25160
2026/05/08,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/05/08,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,19,520,9880
2026/05/08,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,26,780,20280
2026/05/08,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/05/08,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,26,680,17680
2026/05/08,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/05/08,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/05/08,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,17,720,12240
2026/05/08,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/05/08,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,23,920,21160
2026/05/08,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,23,480,11040
2026/05/08,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,28,380,10640
2026/05/08,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,35,540,18900
2026/05/08,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,22,1150,25300
2026/05/08,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/05/08,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,22,980,21560
2026/05/08,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,23,420,9660
2026/05/08,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/05/08,札幌支店,インテリア小物,IN-001,アロマキャンドル,16,880,14080
2026/05/08,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,12,720,8640
2026/05/08,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/05/08,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,24,560,13440
2026/05/08,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/05/08,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,25,480,12000
2026/05/08,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,25,380,9500
2026/05/08,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,19,880,16720
2026/05/08,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,17,1480,25160
2026/05/08,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/05/08,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,19,780,14820
2026/05/08,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,12,980,11760
2026/05/08,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,26,680,17680
2026/05/08,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,12,1250,15000
2026/05/08,仙台支店,インテリア小物,IN-001,アロマキャンドル,15,880,13200
2026/05/08,仙台支店,インテリア小物,IN-003,ラタン小物かご,9,950,8550
2026/05/08,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
2026/05/08,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/05/08,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,30,380,11400
2026/05/08,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/05/08,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,14,1150,16100
