日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/27,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,28,1980,55440
2026/05/27,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,49,520,25480
2026/05/27,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/05/27,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,53,420,22260
2026/05/27,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,51,680,34680
2026/05/27,東京本店,インテリア小物,IN-001,アロマキャンドル,62,880,54560
2026/05/27,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,40,1180,47200
2026/05/27,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,33,640,21120
2026/05/27,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,18,1380,24840
2026/05/27,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,24,920,22080
2026/05/27,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,47,480,22560
2026/05/27,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,54,380,20520
2026/05/27,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,44,650,28600
2026/05/27,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,44,880,38720
2026/05/27,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,33,780,25740
2026/05/27,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,19,980,18620
2026/05/27,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,31,680,21080
2026/05/27,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,15,1650,24750
2026/05/27,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,44,1180,51920
2026/05/27,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,16,640,10240
2026/05/27,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,38,560,21280
2026/05/27,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,12,1750,21000
2026/05/27,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,40,650,26000
2026/05/27,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,48,880,42240
2026/05/27,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,23,1980,45540
2026/05/27,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,25,520,13000
