日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/18,東京本店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/06/18,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,48,780,37440
2026/06/18,東京本店,ステーショナリー,ST-001,真鍮ボールペン,63,980,61740
2026/06/18,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,98,420,41160
2026/06/18,東京本店,インテリア小物,IN-001,アロマキャンドル,38,880,33440
2026/06/18,東京本店,インテリア小物,IN-003,ラタン小物かご,17,950,16150
2026/06/18,東京本店,インテリア小物,IN-004,陶器の一輪挿し,28,720,20160
2026/06/18,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,32,1180,37760
2026/06/18,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,15,1380,20700
2026/06/18,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,48,560,26880
2026/06/18,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,21,1750,36750
2026/06/18,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,39,380,14820
2026/06/18,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,78,650,50700
2026/06/18,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,45,540,24300
2026/06/18,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,71,880,62480
2026/06/18,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,27,1150,31050
2026/06/18,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,12,1480,17760
2026/06/18,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,55,520,28600
2026/06/18,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,31,780,24180
2026/06/18,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,29,980,28420
2026/06/18,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,62,420,26040
2026/06/18,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,23,1250,28750
2026/06/18,大阪支店,インテリア小物,IN-001,アロマキャンドル,49,880,43120
2026/06/18,大阪支店,インテリア小物,IN-003,ラタン小物かご,32,950,30400
2026/06/18,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,37,1180,43660
2026/06/18,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,14,640,8960
2026/06/18,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,21,1380,28980
2026/06/18,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,32,560,17920
2026/06/18,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/06/18,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,89,650,57850
2026/06/18,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,47,880,41360
2026/06/18,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,12,1480,17760
2026/06/18,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,23,1980,45540
2026/06/18,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,27,520,14040
2026/06/18,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/06/18,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/06/18,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,63,420,26460
2026/06/18,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,72,680,48960
2026/06/18,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/06/18,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/06/18,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,15,720,10800
2026/06/18,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,28,640,17920
2026/06/18,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,13,1380,17940
2026/06/18,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,31,560,17360
