日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/07,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,36,1980,71280
2026/05/07,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,40,520,20800
2026/05/07,東京本店,ステーショナリー,ST-001,真鍮ボールペン,42,980,41160
2026/05/07,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,39,680,26520
2026/05/07,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,18,1250,22500
2026/05/07,東京本店,インテリア小物,IN-001,アロマキャンドル,44,880,38720
2026/05/07,東京本店,インテリア小物,IN-002,ガラスフラワーベース,19,1650,31350
2026/05/07,東京本店,インテリア小物,IN-003,ラタン小物かご,23,950,21850
2026/05/07,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,15,640,9600
2026/05/07,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,29,1380,40020
2026/05/07,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,25,920,23000
2026/05/07,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,54,560,30240
2026/05/07,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,8,1750,14000
2026/05/07,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,34,480,16320
2026/05/07,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,63,380,23940
2026/05/07,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,71,650,46150
2026/05/07,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,65,540,35100
2026/05/07,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,20,1150,23000
2026/05/07,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,23,1980,45540
2026/05/07,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/05/07,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/05/07,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,60,420,25200
2026/05/07,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,14,1250,17500
2026/05/07,大阪支店,インテリア小物,IN-001,アロマキャンドル,38,880,33440
2026/05/07,大阪支店,インテリア小物,IN-003,ラタン小物かご,29,950,27550
2026/05/07,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,14,720,10080
2026/05/07,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,26,640,16640
2026/05/07,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,16,1380,22080
2026/05/07,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,37,480,17760
2026/05/07,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,59,650,38350
2026/05/07,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,31,880,27280
2026/05/07,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,17,1150,19550
2026/05/07,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,43,520,22360
2026/05/07,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,36,780,28080
2026/05/07,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,21,980,20580
2026/05/07,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,65,680,44200
2026/05/07,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/05/07,名古屋支店,インテリア小物,IN-001,アロマキャンドル,32,880,28160
2026/05/07,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/05/07,名古屋支店,インテリア小物,IN-003,ラタン小物かご,17,950,16150
2026/05/07,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,9,720,6480
2026/05/07,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,18,640,11520
2026/05/07,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,21,480,10080
2026/05/07,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,57,380,21660
2026/05/07,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,60,650,39000
2026/05/07,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,38,880,33440
2026/05/07,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,12,1150,13800
2026/05/07,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,21,1480,31080
2026/05/07,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/05/07,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,38,520,19760
2026/05/07,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,29,980,28420
2026/05/07,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,26,420,10920
2026/05/07,福岡支店,インテリア小物,IN-003,ラタン小物かご,17,950,16150
2026/05/07,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,8,720,5760
2026/05/07,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
