日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/29,東京本店,キッチン雑貨,KT-001,木製カッティングボード,38,1480,56240
2026/06/29,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,26,1980,51480
2026/06/29,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,75,520,39000
2026/06/29,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,45,780,35100
2026/06/29,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,35,1250,43750
2026/06/29,東京本店,インテリア小物,IN-001,アロマキャンドル,70,880,61600
2026/06/29,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,29,1180,34220
2026/06/29,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,31,640,19840
2026/06/29,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,19,920,17480
2026/06/29,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,58,560,32480
2026/06/29,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,14,1750,24500
2026/06/29,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,89,380,33820
2026/06/29,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,38,880,33440
2026/06/29,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,15,1480,22200
2026/06/29,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,47,520,24440
2026/06/29,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,40,780,31200
2026/06/29,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,56,680,38080
2026/06/29,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/06/29,大阪支店,インテリア小物,IN-001,アロマキャンドル,52,880,45760
2026/06/29,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/06/29,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,24,720,17280
2026/06/29,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/06/29,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,34,920,31280
2026/06/29,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,29,560,16240
2026/06/29,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,49,380,18620
2026/06/29,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,35,540,18900
2026/06/29,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,54,880,47520
2026/06/29,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,25,1980,49500
2026/06/29,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,19,980,18620
2026/06/29,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,72,420,30240
2026/06/29,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,66,680,44880
2026/06/29,名古屋支店,インテリア小物,IN-001,アロマキャンドル,25,880,22000
2026/06/29,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
