日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/20,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,43,520,22360
2026/05/20,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/05/20,東京本店,ステーショナリー,ST-001,真鍮ボールペン,54,980,52920
2026/05/20,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,78,420,32760
2026/05/20,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,58,680,39440
2026/05/20,東京本店,インテリア小物,IN-001,アロマキャンドル,51,880,44880
2026/05/20,東京本店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/05/20,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,47,1180,55460
2026/05/20,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,28,640,17920
2026/05/20,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,31,1380,42780
2026/05/20,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,82,380,31160
2026/05/20,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,70,650,45500
2026/05/20,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,44,880,38720
2026/05/20,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,38,980,37240
2026/05/20,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,55,420,23100
2026/05/20,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,13,1650,21450
2026/05/20,大阪支店,インテリア小物,IN-003,ラタン小物かご,22,950,20900
2026/05/20,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,15,720,10800
2026/05/20,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,24,640,15360
2026/05/20,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,28,1380,38640
2026/05/20,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,20,560,11200
2026/05/20,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,18,480,8640
2026/05/20,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,44,540,23760
2026/05/20,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,20,1150,23000
2026/05/20,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,28,780,21840
2026/05/20,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,24,980,23520
2026/05/20,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,46,420,19320
2026/05/20,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,28,680,19040
2026/05/20,名古屋支店,インテリア小物,IN-001,アロマキャンドル,29,880,25520
2026/05/20,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,6,1650,9900
2026/05/20,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,20,1380,27600
2026/05/20,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,15,920,13800
2026/05/20,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,24,480,11520
2026/05/20,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,18,880,15840
2026/05/20,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,19,1150,21850
2026/05/20,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,13,1480,19240
2026/05/20,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,16,1980,31680
2026/05/20,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,18,980,17640
2026/05/20,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,62,420,26040
2026/05/20,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,36,680,24480
2026/05/20,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/05/20,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,23,1180,27140
2026/05/20,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,17,920,15640
2026/05/20,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,34,560,19040
2026/05/20,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,12,1750,21000
2026/05/20,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,46,380,17480
2026/05/20,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,53,650,34450
2026/05/20,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,37,880,32560
2026/05/20,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
2026/05/20,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,11,1980,21780
2026/05/20,札幌支店,キッチン雑貨,KT-003,シリコン調理スプーン,37,520,19240
2026/05/20,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,21,780,16380
2026/05/20,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,30,980,29400
2026/05/20,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,48,680,32640
2026/05/20,札幌支店,インテリア小物,IN-001,アロマキャンドル,17,880,14960
2026/05/20,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/05/20,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
2026/05/20,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,14,640,8960
2026/05/20,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,14,1380,19320
2026/05/20,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,11,920,10120
2026/05/20,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,12,560,6720
2026/05/20,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,9,1750,15750
2026/05/20,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,32,880,28160
2026/05/20,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,16,1980,31680
2026/05/20,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/05/20,仙台支店,ステーショナリー,ST-002,活版印刷メモパッド,30,420,12600
2026/05/20,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,25,680,17000
