日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/24,東京本店,キッチン雑貨,KT-001,木製カッティングボード,28,1480,41440
2026/06/24,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,38,1980,75240
2026/06/24,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,74,520,38480
2026/06/24,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,72,780,56160
2026/06/24,東京本店,ステーショナリー,ST-001,真鍮ボールペン,53,980,51940
2026/06/24,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,52,680,35360
2026/06/24,東京本店,インテリア小物,IN-001,アロマキャンドル,55,880,48400
2026/06/24,東京本店,インテリア小物,IN-002,ガラスフラワーベース,13,1650,21450
2026/06/24,東京本店,インテリア小物,IN-004,陶器の一輪挿し,24,720,17280
2026/06/24,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,34,1380,46920
2026/06/24,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,47,920,43240
2026/06/24,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,46,560,25760
2026/06/24,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,16,1750,28000
2026/06/24,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,45,480,21600
2026/06/24,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,52,650,33800
2026/06/24,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,37,540,19980
2026/06/24,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/06/24,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,25,1480,37000
2026/06/24,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,41,520,21320
2026/06/24,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,47,780,36660
2026/06/24,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,69,420,28980
2026/06/24,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,77,680,52360
2026/06/24,大阪支店,インテリア小物,IN-001,アロマキャンドル,25,880,22000
2026/06/24,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,18,1650,29700
2026/06/24,大阪支店,インテリア小物,IN-003,ラタン小物かご,31,950,29450
2026/06/24,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,24,1380,33120
2026/06/24,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,39,920,35880
2026/06/24,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,45,560,25200
2026/06/24,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,10,1750,17500
2026/06/24,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,39,480,18720
2026/06/24,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,49,650,31850
2026/06/24,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/24,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,37,980,36260
2026/06/24,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,61,420,25620
2026/06/24,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,31,680,21080
2026/06/24,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,25,1250,31250
2026/06/24,名古屋支店,インテリア小物,IN-001,アロマキャンドル,44,880,38720
2026/06/24,名古屋支店,インテリア小物,IN-003,ラタン小物かご,14,950,13300
2026/06/24,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/06/24,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,14,1380,19320
2026/06/24,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,15,920,13800
2026/06/24,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,23,560,12880
2026/06/24,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,47,540,25380
2026/06/24,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,50,880,44000
2026/06/24,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,22,1980,43560
2026/06/24,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,23,520,11960
2026/06/24,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/06/24,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,31,980,30380
2026/06/24,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,33,420,13860
2026/06/24,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,46,680,31280
2026/06/24,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,14,1250,17500
2026/06/24,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/24,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,27,1180,31860
2026/06/24,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,23,640,14720
2026/06/24,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/06/24,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,13,480,6240
2026/06/24,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,32,380,12160
2026/06/24,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,40,650,26000
2026/06/24,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/06/24,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/06/24,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,16,1980,31680
2026/06/24,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/06/24,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,53,420,22260
2026/06/24,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,37,680,25160
2026/06/24,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,9,1250,11250
2026/06/24,札幌支店,インテリア小物,IN-001,アロマキャンドル,24,880,21120
2026/06/24,札幌支店,インテリア小物,IN-003,ラタン小物かご,10,950,9500
2026/06/24,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,14,640,8960
2026/06/24,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/06/24,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,21,920,19320
2026/06/24,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,14,560,7840
2026/06/24,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,5,1750,8750
2026/06/24,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,18,380,6840
2026/06/24,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,15,540,8100
2026/06/24,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,23,880,20240
2026/06/24,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/06/24,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/24,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,29,520,15080
2026/06/24,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,33,780,25740
2026/06/24,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,27,980,26460
2026/06/24,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,52,680,35360
