日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/15,東京本店,キッチン雑貨,KT-001,木製カッティングボード,16,1480,23680
2026/06/15,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,23,1980,45540
2026/06/15,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,31,520,16120
2026/06/15,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,44,780,34320
2026/06/15,東京本店,ステーショナリー,ST-001,真鍮ボールペン,38,980,37240
2026/06/15,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,88,420,36960
2026/06/15,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,67,680,45560
2026/06/15,東京本店,インテリア小物,IN-001,アロマキャンドル,43,880,37840
2026/06/15,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,16,640,10240
2026/06/15,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,30,480,14400
2026/06/15,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,45,380,17100
2026/06/15,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,49,650,31850
2026/06/15,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,40,1150,46000
2026/06/15,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,19,1480,28120
2026/06/15,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,27,520,14040
2026/06/15,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,33,780,25740
2026/06/15,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,46,980,45080
2026/06/15,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,53,680,36040
2026/06/15,大阪支店,インテリア小物,IN-003,ラタン小物かご,20,950,19000
2026/06/15,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,18,720,12960
2026/06/15,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,20,1380,27600
2026/06/15,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,31,920,28520
2026/06/15,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,46,560,25760
2026/06/15,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,23,480,11040
2026/06/15,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,43,380,16340
2026/06/15,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,66,650,42900
2026/06/15,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,22,880,19360
2026/06/15,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/06/15,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,42,520,21840
2026/06/15,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,28,780,21840
2026/06/15,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,58,680,39440
2026/06/15,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,31,1250,38750
2026/06/15,名古屋支店,インテリア小物,IN-001,アロマキャンドル,25,880,22000
2026/06/15,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,27,1180,31860
2026/06/15,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,22,640,14080
2026/06/15,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,19,920,17480
2026/06/15,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,23,560,12880
2026/06/15,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,23,480,11040
2026/06/15,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,43,380,16340
2026/06/15,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,71,650,46150
2026/06/15,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,23,880,20240
2026/06/15,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,36,780,28080
2026/06/15,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,55,420,23100
2026/06/15,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,31,680,21080
2026/06/15,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/15,福岡支店,インテリア小物,IN-003,ラタン小物かご,16,950,15200
2026/06/15,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,14,720,10080
2026/06/15,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,15,1180,17700
2026/06/15,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/06/15,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,13,1380,17940
2026/06/15,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,36,560,20160
2026/06/15,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,14,480,6720
2026/06/15,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,55,650,35750
2026/06/15,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/06/15,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/06/15,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,21,680,14280
2026/06/15,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,14,1250,17500
2026/06/15,札幌支店,インテリア小物,IN-001,アロマキャンドル,21,880,18480
2026/06/15,札幌支店,インテリア小物,IN-003,ラタン小物かご,10,950,9500
2026/06/15,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/06/15,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,21,1180,24780
2026/06/15,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,23,560,12880
2026/06/15,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,8,1750,14000
2026/06/15,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,34,380,12920
2026/06/15,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,28,650,18200
2026/06/15,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,20,880,17600
2026/06/15,札幌支店,ラッピング用品,GF-004,和紙包装紙 20枚入,10,1150,11500
2026/06/15,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/06/15,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,33,520,17160
2026/06/15,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,35,780,27300
2026/06/15,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,14,1250,17500
2026/06/15,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,12,1650,19800
2026/06/15,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,12,720,8640
2026/06/15,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,18,1180,21240
2026/06/15,仙台支店,バス・サニタリー,BS-002,陶器のソープディッシュ,12,640,7680
2026/06/15,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,10,920,9200
2026/06/15,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,11,1750,19250
2026/06/15,仙台支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,24,480,11520
2026/06/15,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,33,380,12540
2026/06/15,仙台支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,57,650,37050
2026/06/15,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,15,880,13200
2026/06/15,仙台支店,ラッピング用品,GF-004,和紙包装紙 20枚入,11,1150,12650
