日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/10,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,14,520,7280
2026/05/10,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,13,680,8840
2026/05/10,東京本店,インテリア小物,IN-002,ガラスフラワーベース,5,1650,8250
2026/05/10,東京本店,インテリア小物,IN-003,ラタン小物かご,6,950,5700
2026/05/10,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,13,640,8320
2026/05/10,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,7,1380,9660
2026/05/10,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,9,920,8280
2026/05/10,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,19,560,10640
2026/05/10,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,19,540,10260
2026/05/10,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,10,880,8800
2026/05/10,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,9,1480,13320
2026/05/10,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/05/10,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,18,680,12240
2026/05/10,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,8,1250,10000
2026/05/10,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,13,1180,15340
2026/05/10,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,8,1380,11040
2026/05/10,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,13,560,7280
2026/05/10,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,29,650,18850
2026/05/10,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,16,540,8640
2026/05/10,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,17,680,11560
2026/05/10,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,4,1250,5000
2026/05/10,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/05/10,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,7,640,4480
2026/05/10,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,8,1380,11040
2026/05/10,福岡支店,ステーショナリー,ST-003,リネン表紙ノート A5,19,680,12920
2026/05/10,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,4,1650,6600
2026/05/10,福岡支店,インテリア小物,IN-003,ラタン小物かご,7,950,6650
2026/05/10,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,4,720,2880
2026/05/10,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,4,640,2560
2026/05/10,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,8,920,7360
2026/05/10,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,9,380,3420
2026/05/10,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,21,420,8820
2026/05/10,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,10,680,6800
2026/05/10,札幌支店,インテリア小物,IN-001,アロマキャンドル,12,880,10560
2026/05/10,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,6,640,3840
2026/05/10,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,2,1750,3500
2026/05/10,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,8,380,3040
2026/05/10,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,5,1480,7400
2026/05/10,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,14,680,9520
2026/05/10,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,3,1250,3750
2026/05/10,仙台支店,インテリア小物,IN-002,ガラスフラワーベース,2,1650,3300
2026/05/10,仙台支店,インテリア小物,IN-003,ラタン小物かご,6,950,5700
2026/05/10,仙台支店,バス・サニタリー,BS-001,オーガニックコットンタオル,4,1180,4720
2026/05/10,仙台支店,バス・サニタリー,BS-003,バスソルト 3種セット,6,1380,8280
2026/05/10,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,5,920,4600
2026/05/10,仙台支店,ガーデン雑貨,GD-002,ブリキのじょうろ,3,1750,5250
