日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/22,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,35,1980,69300
2026/05/22,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,38,780,29640
2026/05/22,東京本店,ステーショナリー,ST-001,真鍮ボールペン,40,980,39200
2026/05/22,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,64,420,26880
2026/05/22,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,73,680,49640
2026/05/22,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,32,1250,40000
2026/05/22,東京本店,インテリア小物,IN-001,アロマキャンドル,62,880,54560
2026/05/22,東京本店,インテリア小物,IN-003,ラタン小物かご,24,950,22800
2026/05/22,東京本店,インテリア小物,IN-004,陶器の一輪挿し,29,720,20880
2026/05/22,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,35,560,19600
2026/05/22,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,19,1750,33250
2026/05/22,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,53,480,25440
2026/05/22,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,71,650,46150
2026/05/22,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,38,540,20520
2026/05/22,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,28,1480,41440
2026/05/22,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,24,1980,47520
2026/05/22,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,55,520,28600
2026/05/22,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,47,980,46060
2026/05/22,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,35,420,14700
2026/05/22,大阪支店,インテリア小物,IN-001,アロマキャンドル,25,880,22000
2026/05/22,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,37,1180,43660
2026/05/22,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/05/22,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,16,1380,22080
2026/05/22,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,23,920,21160
2026/05/22,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,45,560,25200
2026/05/22,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,33,380,12540
2026/05/22,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,76,650,49400
2026/05/22,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,54,540,29160
2026/05/22,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,54,880,47520
2026/05/22,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,24,1150,27600
2026/05/22,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,18,980,17640
2026/05/22,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,54,420,22680
2026/05/22,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,51,680,34680
2026/05/22,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,18,1250,22500
2026/05/22,名古屋支店,インテリア小物,IN-001,アロマキャンドル,27,880,23760
2026/05/22,名古屋支店,インテリア小物,IN-003,ラタン小物かご,15,950,14250
