日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/11,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,67,780,52260
2026/06/11,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,42,1250,52500
2026/06/11,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,54,1180,63720
2026/06/11,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,19,1380,26220
2026/06/11,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,64,560,35840
2026/06/11,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,15,1750,26250
2026/06/11,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,105,650,68250
2026/06/11,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,44,880,38720
2026/06/11,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,21,1150,24150
2026/06/11,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,13,1480,19240
2026/06/11,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,30,780,23400
2026/06/11,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,46,980,45080
2026/06/11,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,17,1250,21250
2026/06/11,大阪支店,インテリア小物,IN-001,アロマキャンドル,32,880,28160
2026/06/11,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/06/11,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,19,1180,22420
2026/06/11,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,39,920,35880
2026/06/11,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,23,560,12880
2026/06/11,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,13,1750,22750
2026/06/11,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,37,480,17760
2026/06/11,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,53,650,34450
2026/06/11,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,56,540,30240
2026/06/11,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,17,1150,19550
2026/06/11,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/06/11,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,14,1980,27720
2026/06/11,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,43,980,42140
2026/06/11,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,54,680,36720
2026/06/11,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/06/11,名古屋支店,インテリア小物,IN-001,アロマキャンドル,42,880,36960
2026/06/11,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,17,1650,28050
2026/06/11,名古屋支店,インテリア小物,IN-004,陶器の一輪挿し,20,720,14400
2026/06/11,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,16,480,7680
2026/06/11,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,28,380,10640
2026/06/11,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,36,650,23400
2026/06/11,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,53,540,28620
2026/06/11,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,31,880,27280
