日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/26,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,52,520,27040
2026/05/26,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,34,780,26520
2026/05/26,東京本店,ステーショナリー,ST-001,真鍮ボールペン,45,980,44100
2026/05/26,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,97,420,40740
2026/05/26,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,92,680,62560
2026/05/26,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,35,1250,43750
2026/05/26,東京本店,インテリア小物,IN-001,アロマキャンドル,35,880,30800
2026/05/26,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,22,1180,25960
2026/05/26,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,21,640,13440
2026/05/26,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,19,920,17480
2026/05/26,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,34,560,19040
2026/05/26,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,14,1750,24500
2026/05/26,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,44,480,21120
2026/05/26,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,55,540,29700
2026/05/26,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,61,880,53680
2026/05/26,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,21,1150,24150
2026/05/26,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,21,1480,31080
2026/05/26,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,16,1980,31680
2026/05/26,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,50,780,39000
2026/05/26,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,30,980,29400
2026/05/26,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,37,420,15540
2026/05/26,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,76,680,51680
2026/05/26,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/05/26,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,26,1380,35880
2026/05/26,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,15,1750,26250
2026/05/26,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,38,480,18240
2026/05/26,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,38,540,20520
2026/05/26,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,38,880,33440
2026/05/26,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/05/26,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,24,780,18720
2026/05/26,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,29,980,28420
2026/05/26,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,62,680,42160
2026/05/26,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,24,1250,30000
2026/05/26,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,26,1180,30680
2026/05/26,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,13,920,11960
2026/05/26,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,7,1750,12250
2026/05/26,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,33,480,15840
2026/05/26,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,49,650,31850
2026/05/26,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,26,880,22880
