日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/27,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,22,780,17160
2026/06/27,東京本店,ステーショナリー,ST-001,真鍮ボールペン,13,980,12740
2026/06/27,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,7,1150,8050
2026/06/27,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,7,1480,10360
2026/06/27,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,10,780,7800
2026/06/27,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/06/27,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,12,680,8160
2026/06/27,大阪支店,インテリア小物,IN-003,ラタン小物かご,6,950,5700
2026/06/27,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,12,1180,14160
2026/06/27,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,22,380,8360
2026/06/27,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,16,880,14080
2026/06/27,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,6,1150,6900
2026/06/27,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,12,520,6240
2026/06/27,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,22,680,14960
2026/06/27,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,13,1180,15340
2026/06/27,名古屋支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/06/27,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,10,480,4800
2026/06/27,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,9,540,4860
2026/06/27,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,18,880,15840
2026/06/27,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,9,1150,10350
2026/06/27,福岡支店,キッチン雑貨,KT-001,木製カッティングボード,7,1480,10360
2026/06/27,福岡支店,インテリア小物,IN-001,アロマキャンドル,9,880,7920
2026/06/27,福岡支店,インテリア小物,IN-003,ラタン小物かご,7,950,6650
2026/06/27,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,4,1380,5520
2026/06/27,福岡支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,9,920,8280
2026/06/27,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,5,480,2400
2026/06/27,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,9,380,3420
2026/06/27,札幌支店,インテリア小物,IN-001,アロマキャンドル,6,880,5280
2026/06/27,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,4,720,2880
2026/06/27,札幌支店,ガーデン雑貨,GD-002,ブリキのじょうろ,2,1750,3500
2026/06/27,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,16,650,10400
2026/06/27,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/06/27,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,12,680,8160
2026/06/27,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,4,920,3680
2026/06/27,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,8,560,4480
2026/06/27,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,7,380,2660
