日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/11,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,41,780,31980
2026/05/11,東京本店,ステーショナリー,ST-001,真鍮ボールペン,57,980,55860
2026/05/11,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,69,420,28980
2026/05/11,東京本店,インテリア小物,IN-001,アロマキャンドル,31,880,27280
2026/05/11,東京本店,インテリア小物,IN-002,ガラスフラワーベース,13,1650,21450
2026/05/11,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,28,1180,33040
2026/05/11,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,30,1380,41400
2026/05/11,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,46,380,17480
2026/05/11,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,72,650,46800
2026/05/11,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,37,1150,42550
2026/05/11,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,22,1480,32560
2026/05/11,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,34,520,17680
2026/05/11,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,45,780,35100
2026/05/11,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,38,980,37240
2026/05/11,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,49,680,33320
2026/05/11,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,20,1250,25000
2026/05/11,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,14,1650,23100
2026/05/11,大阪支店,インテリア小物,IN-003,ラタン小物かご,29,950,27550
2026/05/11,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,34,1180,40120
2026/05/11,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,24,640,15360
2026/05/11,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,30,560,16800
2026/05/11,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,27,480,12960
2026/05/11,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,59,380,22420
2026/05/11,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,81,650,52650
2026/05/11,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,40,880,35200
2026/05/11,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,26,1150,29900
2026/05/11,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,17,1480,25160
2026/05/11,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,42,520,21840
2026/05/11,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,36,780,28080
2026/05/11,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,32,980,31360
2026/05/11,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,59,680,40120
2026/05/11,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/05/11,名古屋支店,インテリア小物,IN-001,アロマキャンドル,23,880,20240
