日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/03,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,39,1980,77220
2026/06/03,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,44,520,22880
2026/06/03,東京本店,ステーショナリー,ST-001,真鍮ボールペン,39,980,38220
2026/06/03,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,72,420,30240
2026/06/03,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,42,1250,52500
2026/06/03,東京本店,インテリア小物,IN-001,アロマキャンドル,63,880,55440
2026/06/03,東京本店,インテリア小物,IN-003,ラタン小物かご,29,950,27550
2026/06/03,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,59,1180,69620
2026/06/03,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,61,560,34160
2026/06/03,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,22,1750,38500
2026/06/03,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,38,480,18240
2026/06/03,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,37,880,32560
2026/06/03,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,25,1980,49500
2026/06/03,大阪支店,キッチン雑貨,KT-003,シリコン調理スプーン,24,520,12480
2026/06/03,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,23,780,17940
2026/06/03,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/06/03,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,76,680,51680
2026/06/03,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,22,1250,27500
2026/06/03,大阪支店,インテリア小物,IN-001,アロマキャンドル,36,880,31680
2026/06/03,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/06/03,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,46,1180,54280
2026/06/03,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,39,920,35880
2026/06/03,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,45,560,25200
2026/06/03,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,32,540,17280
2026/06/03,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,22,1150,25300
2026/06/03,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,22,1480,32560
2026/06/03,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,36,520,18720
2026/06/03,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,32,780,24960
2026/06/03,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,17,980,16660
2026/06/03,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,64,420,26880
2026/06/03,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,21,1250,26250
2026/06/03,名古屋支店,インテリア小物,IN-001,アロマキャンドル,41,880,36080
2026/06/03,名古屋支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/03,名古屋支店,インテリア小物,IN-003,ラタン小物かご,21,950,19950
2026/06/03,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,17,640,10880
2026/06/03,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,21,920,19320
2026/06/03,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,40,560,22400
2026/06/03,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,64,380,24320
2026/06/03,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,40,650,26000
2026/06/03,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,42,540,22680
2026/06/03,名古屋支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,27,880,23760
2026/06/03,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
2026/06/03,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,12,1980,23760
2026/06/03,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,24,520,12480
2026/06/03,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,38,420,15960
2026/06/03,福岡支店,インテリア小物,IN-002,ガラスフラワーベース,11,1650,18150
2026/06/03,福岡支店,インテリア小物,IN-003,ラタン小物かご,19,950,18050
2026/06/03,福岡支店,インテリア小物,IN-004,陶器の一輪挿し,18,720,12960
2026/06/03,福岡支店,バス・サニタリー,BS-002,陶器のソープディッシュ,21,640,13440
2026/06/03,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,17,1380,23460
2026/06/03,福岡支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,16,560,8960
2026/06/03,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,24,480,11520
2026/06/03,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,51,380,19380
2026/06/03,福岡支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,18,880,15840
2026/06/03,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,16,1150,18400
2026/06/03,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/03,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,29,780,22620
2026/06/03,札幌支店,ステーショナリー,ST-002,活版印刷メモパッド,40,420,16800
2026/06/03,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,41,680,27880
2026/06/03,札幌支店,インテリア小物,IN-001,アロマキャンドル,17,880,14960
2026/06/03,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,10,1650,16500
2026/06/03,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,15,920,13800
2026/06/03,札幌支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,27,560,15120
2026/06/03,札幌支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,16,480,7680
2026/06/03,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,33,880,29040
2026/06/03,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,22,520,11440
2026/06/03,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,22,780,17160
2026/06/03,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,14,980,13720
2026/06/03,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,48,680,32640
2026/06/03,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,22,1250,27500
2026/06/03,仙台支店,インテリア小物,IN-001,アロマキャンドル,24,880,21120
2026/06/03,仙台支店,インテリア小物,IN-003,ラタン小物かご,11,950,10450
2026/06/03,仙台支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,20,920,18400
2026/06/03,仙台支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,20,560,11200
2026/06/03,仙台支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,27,380,10260
2026/06/03,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,32,540,17280
2026/06/03,仙台支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,29,880,25520
