日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/21,東京本店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/06/21,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,41,420,17220
2026/06/21,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,10,1250,12500
2026/06/21,東京本店,インテリア小物,IN-001,アロマキャンドル,10,880,8800
2026/06/21,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,16,1180,18880
2026/06/21,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,14,640,8960
2026/06/21,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,27,650,17550
2026/06/21,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,6,1150,6900
2026/06/21,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,5,1480,7400
2026/06/21,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,10,980,9800
2026/06/21,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,4,1750,7000
2026/06/21,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,10,540,5400
2026/06/21,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,12,520,6240
2026/06/21,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,9,980,8820
2026/06/21,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,20,420,8400
2026/06/21,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,7,640,4480
2026/06/21,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,9,480,4320
2026/06/21,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,5,980,4900
2026/06/21,福岡支店,インテリア小物,IN-003,ラタン小物かご,4,950,3800
2026/06/21,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,13,380,4940
2026/06/21,札幌支店,インテリア小物,IN-001,アロマキャンドル,6,880,5280
2026/06/21,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,2,720,1440
2026/06/21,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,4,1180,4720
2026/06/21,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,6,920,5520
2026/06/21,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,9,650,5850
2026/06/21,仙台支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,3,1980,5940
2026/06/21,仙台支店,インテリア小物,IN-003,ラタン小物かご,5,950,4750
