日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/07,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,10,780,7800
2026/06/07,東京本店,ステーショナリー,ST-001,真鍮ボールペン,20,980,19600
2026/06/07,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,19,420,7980
2026/06/07,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,11,1250,13750
2026/06/07,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,9,640,5760
2026/06/07,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,14,380,5320
2026/06/07,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,12,540,6480
2026/06/07,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,17,980,16660
2026/06/07,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,9,1380,12420
2026/06/07,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,8,880,7040
2026/06/07,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,7,1150,8050
2026/06/07,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,9,1480,13320
2026/06/07,名古屋支店,バス・サニタリー,BS-002,陶器のソープディッシュ,7,640,4480
2026/06/07,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,6,560,3360
2026/06/07,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,21,380,7980
2026/06/07,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,26,650,16900
2026/06/07,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,7,1980,13860
2026/06/07,福岡支店,ステーショナリー,ST-001,真鍮ボールペン,7,980,6860
2026/06/07,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,18,420,7560
2026/06/07,福岡支店,インテリア小物,IN-001,アロマキャンドル,14,880,12320
2026/06/07,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,8,480,3840
2026/06/07,福岡支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,11,380,4180
2026/06/07,福岡支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,11,650,7150
2026/06/07,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,8,780,6240
2026/06/07,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,4,1250,5000
2026/06/07,札幌支店,インテリア小物,IN-001,アロマキャンドル,10,880,8800
2026/06/07,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,3,1650,4950
2026/06/07,札幌支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,8,380,3040
2026/06/07,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,14,650,9100
2026/06/07,札幌支店,ラッピング用品,GF-002,サテンリボン 5色セット,11,540,5940
2026/06/07,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,10,520,5200
2026/06/07,仙台支店,ステーショナリー,ST-004,マスキングテープ 12色セット,4,1250,5000
2026/06/07,仙台支店,インテリア小物,IN-003,ラタン小物かご,3,950,2850
2026/06/07,仙台支店,インテリア小物,IN-004,陶器の一輪挿し,3,720,2160
2026/06/07,仙台支店,ラッピング用品,GF-002,サテンリボン 5色セット,6,540,3240
