日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/08,東京本店,キッチン雑貨,KT-001,木製カッティングボード,28,1480,41440
2026/06/08,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,17,1980,33660
2026/06/08,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,60,780,46800
2026/06/08,東京本店,ステーショナリー,ST-001,真鍮ボールペン,26,980,25480
2026/06/08,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,64,420,26880
2026/06/08,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,102,680,69360
2026/06/08,東京本店,ステーショナリー,ST-004,マスキングテープ 12色セット,39,1250,48750
2026/06/08,東京本店,インテリア小物,IN-001,アロマキャンドル,37,880,32560
2026/06/08,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,27,640,17280
2026/06/08,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,38,1380,52440
2026/06/08,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,24,920,22080
2026/06/08,東京本店,ガーデン雑貨,GD-003,ガーデンピック 3本組,52,480,24960
2026/06/08,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,79,650,51350
2026/06/08,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,68,880,59840
2026/06/08,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,23,1150,26450
2026/06/08,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,29,1480,42920
2026/06/08,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/06/08,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,33,780,25740
2026/06/08,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,44,980,43120
2026/06/08,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,74,680,50320
2026/06/08,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,14,1250,17500
2026/06/08,大阪支店,インテリア小物,IN-001,アロマキャンドル,36,880,31680
2026/06/08,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,8,1650,13200
2026/06/08,大阪支店,インテリア小物,IN-003,ラタン小物かご,21,950,19950
2026/06/08,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,45,1180,53100
2026/06/08,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,15,1380,20700
2026/06/08,大阪支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,42,560,23520
2026/06/08,大阪支店,ガーデン雑貨,GD-002,ブリキのじょうろ,18,1750,31500
2026/06/08,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,35,480,16800
