日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/03,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,22,780,17160
2026/05/03,東京本店,ステーショナリー,ST-001,真鍮ボールペン,11,980,10780
2026/05/03,東京本店,インテリア小物,IN-001,アロマキャンドル,10,880,8800
2026/05/03,東京本店,インテリア小物,IN-004,陶器の一輪挿し,5,720,3600
2026/05/03,東京本店,バス・サニタリー,BS-002,陶器のソープディッシュ,10,640,6400
2026/05/03,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,12,920,11040
2026/05/03,東京本店,ガーデン雑貨,GD-002,ブリキのじょうろ,5,1750,8750
2026/05/03,東京本店,ラッピング用品,GF-003,ギフトボックス 小 5個組,19,880,16720
2026/05/03,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,8,1480,11840
2026/05/03,大阪支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,8,1980,15840
2026/05/03,大阪支店,インテリア小物,IN-003,ラタン小物かご,7,950,6650
2026/05/03,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,15,650,9750
2026/05/03,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,15,540,8100
2026/05/03,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,19,880,16720
2026/05/03,名古屋支店,キッチン雑貨,KT-001,木製カッティングボード,7,1480,10360
2026/05/03,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,9,780,7020
2026/05/03,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,6,980,5880
2026/05/03,名古屋支店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,6,560,3360
2026/05/03,名古屋支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,11,480,5280
2026/05/03,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,18,650,11700
2026/05/03,名古屋支店,ラッピング用品,GF-004,和紙包装紙 20枚入,7,1150,8050
2026/05/03,福岡支店,キッチン雑貨,KT-003,シリコン調理スプーン,14,520,7280
2026/05/03,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,9,780,7020
2026/05/03,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,10,420,4200
2026/05/03,福岡支店,ステーショナリー,ST-004,マスキングテープ 12色セット,6,1250,7500
2026/05/03,福岡支店,バス・サニタリー,BS-003,バスソルト 3種セット,6,1380,8280
2026/05/03,福岡支店,ラッピング用品,GF-002,サテンリボン 5色セット,11,540,5940
2026/05/03,福岡支店,ラッピング用品,GF-004,和紙包装紙 20枚入,4,1150,4600
2026/05/03,札幌支店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/05/03,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,10,680,6800
2026/05/03,札幌支店,インテリア小物,IN-003,ラタン小物かご,3,950,2850
2026/05/03,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,4,720,2880
2026/05/03,札幌支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,15,650,9750
2026/05/03,札幌支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,8,880,7040
2026/05/03,仙台支店,キッチン雑貨,KT-001,木製カッティングボード,4,1480,5920
2026/05/03,仙台支店,キッチン雑貨,KT-003,シリコン調理スプーン,8,520,4160
2026/05/03,仙台支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,7,780,5460
2026/05/03,仙台支店,ステーショナリー,ST-001,真鍮ボールペン,8,980,7840
2026/05/03,仙台支店,ステーショナリー,ST-003,リネン表紙ノート A5,14,680,9520
