日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/05/29,東京本店,キッチン雑貨,KT-001,木製カッティングボード,28,1480,41440
2026/05/29,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/05/29,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,38,520,19760
2026/05/29,東京本店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,44,780,34320
2026/05/29,東京本店,ステーショナリー,ST-001,真鍮ボールペン,52,980,50960
2026/05/29,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,72,420,30240
2026/05/29,東京本店,インテリア小物,IN-001,アロマキャンドル,60,880,52800
2026/05/29,東京本店,インテリア小物,IN-004,陶器の一輪挿し,12,720,8640
2026/05/29,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,54,1180,63720
2026/05/29,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,19,1380,26220
2026/05/29,東京本店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,41,920,37720
2026/05/29,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,40,560,22400
2026/05/29,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,69,650,44850
2026/05/29,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,19,1150,21850
2026/05/29,大阪支店,キッチン雑貨,KT-001,木製カッティングボード,27,1480,39960
2026/05/29,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,41,780,31980
2026/05/29,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,25,980,24500
2026/05/29,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,73,420,30660
2026/05/29,大阪支店,ステーショナリー,ST-003,リネン表紙ノート A5,78,680,53040
2026/05/29,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,27,1250,33750
2026/05/29,大阪支店,インテリア小物,IN-002,ガラスフラワーベース,9,1650,14850
2026/05/29,大阪支店,インテリア小物,IN-004,陶器の一輪挿し,11,720,7920
2026/05/29,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,19,1180,22420
2026/05/29,大阪支店,バス・サニタリー,BS-002,陶器のソープディッシュ,20,640,12800
2026/05/29,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,21,1380,28980
2026/05/29,大阪支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,28,920,25760
2026/05/29,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,36,480,17280
2026/05/29,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,82,650,53300
2026/05/29,大阪支店,ラッピング用品,GF-002,サテンリボン 5色セット,47,540,25380
2026/05/29,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,46,880,40480
2026/05/29,名古屋支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,10,1980,19800
2026/05/29,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,47,520,24440
2026/05/29,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,46,780,35880
2026/05/29,名古屋支店,ステーショナリー,ST-002,活版印刷メモパッド,62,420,26040
2026/05/29,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,48,680,32640
2026/05/29,名古屋支店,ステーショナリー,ST-004,マスキングテープ 12色セット,20,1250,25000
2026/05/29,名古屋支店,インテリア小物,IN-001,アロマキャンドル,34,880,29920
