日付,支店,カテゴリ,商品コード,商品名,数量,単価,金額
2026/06/22,東京本店,キッチン雑貨,KT-001,木製カッティングボード,29,1480,42920
2026/06/22,東京本店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,33,1980,65340
2026/06/22,東京本店,キッチン雑貨,KT-003,シリコン調理スプーン,65,520,33800
2026/06/22,東京本店,ステーショナリー,ST-001,真鍮ボールペン,41,980,40180
2026/06/22,東京本店,ステーショナリー,ST-002,活版印刷メモパッド,120,420,50400
2026/06/22,東京本店,ステーショナリー,ST-003,リネン表紙ノート A5,64,680,43520
2026/06/22,東京本店,インテリア小物,IN-001,アロマキャンドル,30,880,26400
2026/06/22,東京本店,インテリア小物,IN-002,ガラスフラワーベース,12,1650,19800
2026/06/22,東京本店,インテリア小物,IN-003,ラタン小物かご,25,950,23750
2026/06/22,東京本店,インテリア小物,IN-004,陶器の一輪挿し,13,720,9360
2026/06/22,東京本店,バス・サニタリー,BS-001,オーガニックコットンタオル,35,1180,41300
2026/06/22,東京本店,バス・サニタリー,BS-003,バスソルト 3種セット,21,1380,28980
2026/06/22,東京本店,ガーデン雑貨,GD-001,テラコッタ植木鉢 S,26,560,14560
2026/06/22,東京本店,ガーデン雑貨,GD-004,多肉植物用ミニポット,86,380,32680
2026/06/22,東京本店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,86,650,55900
2026/06/22,東京本店,ラッピング用品,GF-002,サテンリボン 5色セット,47,540,25380
2026/06/22,東京本店,ラッピング用品,GF-004,和紙包装紙 20枚入,32,1150,36800
2026/06/22,大阪支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,38,780,29640
2026/06/22,大阪支店,ステーショナリー,ST-001,真鍮ボールペン,35,980,34300
2026/06/22,大阪支店,ステーショナリー,ST-002,活版印刷メモパッド,39,420,16380
2026/06/22,大阪支店,ステーショナリー,ST-004,マスキングテープ 12色セット,16,1250,20000
2026/06/22,大阪支店,インテリア小物,IN-001,アロマキャンドル,22,880,19360
2026/06/22,大阪支店,バス・サニタリー,BS-001,オーガニックコットンタオル,22,1180,25960
2026/06/22,大阪支店,バス・サニタリー,BS-003,バスソルト 3種セット,16,1380,22080
2026/06/22,大阪支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,31,480,14880
2026/06/22,大阪支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,61,380,23180
2026/06/22,大阪支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,63,650,40950
2026/06/22,大阪支店,ラッピング用品,GF-003,ギフトボックス 小 5個組,41,880,36080
2026/06/22,大阪支店,ラッピング用品,GF-004,和紙包装紙 20枚入,13,1150,14950
2026/06/22,名古屋支店,キッチン雑貨,KT-003,シリコン調理スプーン,49,520,25480
2026/06/22,名古屋支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,48,780,37440
2026/06/22,名古屋支店,ステーショナリー,ST-001,真鍮ボールペン,34,980,33320
2026/06/22,名古屋支店,ステーショナリー,ST-003,リネン表紙ノート A5,58,680,39440
2026/06/22,名古屋支店,インテリア小物,IN-001,アロマキャンドル,38,880,33440
2026/06/22,名古屋支店,バス・サニタリー,BS-001,オーガニックコットンタオル,19,1180,22420
2026/06/22,名古屋支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,28,920,25760
2026/06/22,名古屋支店,ガーデン雑貨,GD-002,ブリキのじょうろ,14,1750,24500
2026/06/22,名古屋支店,ガーデン雑貨,GD-004,多肉植物用ミニポット,25,380,9500
2026/06/22,名古屋支店,ラッピング用品,GF-001,クラフト紙ギフトバッグ 10枚,77,650,50050
2026/06/22,名古屋支店,ラッピング用品,GF-002,サテンリボン 5色セット,46,540,24840
2026/06/22,福岡支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,19,1980,37620
2026/06/22,福岡支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,20,780,15600
2026/06/22,福岡支店,ステーショナリー,ST-002,活版印刷メモパッド,35,420,14700
2026/06/22,福岡支店,バス・サニタリー,BS-001,オーガニックコットンタオル,30,1180,35400
2026/06/22,福岡支店,ガーデン雑貨,GD-002,ブリキのじょうろ,6,1750,10500
2026/06/22,福岡支店,ガーデン雑貨,GD-003,ガーデンピック 3本組,27,480,12960
2026/06/22,札幌支店,キッチン雑貨,KT-001,木製カッティングボード,11,1480,16280
2026/06/22,札幌支店,キッチン雑貨,KT-002,ホーロー保存容器 3点セット,18,1980,35640
2026/06/22,札幌支店,キッチン雑貨,KT-004,リネンキッチンクロス 2枚組,24,780,18720
2026/06/22,札幌支店,ステーショナリー,ST-003,リネン表紙ノート A5,34,680,23120
2026/06/22,札幌支店,ステーショナリー,ST-004,マスキングテープ 12色セット,9,1250,11250
2026/06/22,札幌支店,インテリア小物,IN-001,アロマキャンドル,24,880,21120
2026/06/22,札幌支店,インテリア小物,IN-002,ガラスフラワーベース,7,1650,11550
2026/06/22,札幌支店,インテリア小物,IN-004,陶器の一輪挿し,6,720,4320
2026/06/22,札幌支店,バス・サニタリー,BS-001,オーガニックコットンタオル,18,1180,21240
2026/06/22,札幌支店,バス・サニタリー,BS-002,陶器のソープディッシュ,10,640,6400
2026/06/22,札幌支店,バス・サニタリー,BS-003,バスソルト 3種セット,12,1380,16560
2026/06/22,札幌支店,バス・サニタリー,BS-004,ヒノキの入浴剤 10包,18,920,16560
